Tender Title,Description,Location,Opening Date,Closing Date,Tender Amount,Tender Link
Kerala Cooperative Milk Marketing Federation Limited - KCMMF Tender,MRU/QC/FSSAI/FOOD SAFETY AUDIT/21-22 - Mandatory Food Safety Audit For Dairies Mrcmpu,"Kozhikode, Kerala",17 Apr 2021,03 May 2021,₹ 6 Lac,https://bidassist.com/all-tenders/kerala-cooperative-milk-marketing-federation-limited/detail-141dfe2e-334a-4a4b-9af1-6c62a37bb906?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Municipal Administration - DMA Tender,DMA/2020-21/IND11848 - Providing Catering Services For Indira Canteens In Urben Local Bodies Of Udupi District.,"Udupi, Karnataka",31 Mar 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/directorate-of-municipal-administration/detail-c8244a2d-d9db-4409-a6a3-af7fee596b3d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Metal Scrap Trade Corporation Limited - MSTC Tender,"MSTC/GHY/CRPF/3/9MILE  AMERIGOG/21-22/2639 - Auction Sale Of  Lot No : 1.0 Lot Name : U/s Equipments And Store Items ,  Lot No : 2.0 Lot Name : U/s Equipments And Store Items ,  Lot No : 3.0 Lot Name : U/s Canteen Stores And Other Items ,  Lot No : 4.0 Lot Name : U/s Lenovo Laptop ,  Lot No : 5.0 Lot Name : U/s Equipments And Store Items ,","Kamrup, Assam",24 Apr 2021,02 May 2021,Refer Documents,https://bidassist.com/all-tenders/metal-scrap-trade-corporation-limited/detail-f4726242-956f-4191-8f0e-3b6b7909780e?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Tirumala Tirupati Devasthanams Tender,9/EE-XII/TTD/TPT/2021-22 - Supply And Fixing Of Vegetable Cutting Machines 7nos To Ttd Canteens And Annaprasadam Centres In Tirupati,"Chittoor, Andhra Pradesh",20 Apr 2021,05 May 2021,₹ 4.1 Lac,https://bidassist.com/all-tenders/tirumala-tirupati-devasthanams/detail-d6279fed-da3a-4d6a-8e16-c9c8d3b4ba37?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Northern Coalfields Limited - NCL Tender,"DGM(C)/Aml/21-22/ETN/02 - Sanitization Of Machines, Hemms, Rest Shelters, Canteens, Chp, Workshops, Time Offices, Substations, Weigh Bridge And All Service Buildings At Amlohri Project","Singrauli, Madhya Pradesh",17 Apr 2021,28 Apr 2021,₹ 8.7 Lac,https://bidassist.com/all-tenders/northern-coalfields-limited/detail-349f8713-f4f6-4c08-b39a-c9fde9a73819?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Municipal Administration - DMA Tender,"DMA/2021-22/IND11920 - Providing Catering Services For Indira Canteens In Urban Local Bodies Srirangapatna-1 No, K.r.pet-1no, Pandavapura-1no, Nagamangala-1no, Of Mandya District In Karnataka State","Mandya, Karnataka",12 Apr 2021,17 May 2021,Refer Documents,https://bidassist.com/all-tenders/directorate-of-municipal-administration/detail-42f8c50e-df69-453b-8ea8-2b0c07bc8d74?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Municipal Administration - DMA Tender,"DMA/2021-22/IND11919 - Package No-01 Providing Catering Services For Indira Canteens In Urban Local Bodies Mandya-2 Nos, Maddur-1no, Malavalli-1no, Of Mandya District In Karnataka State","Mandya, Karnataka",12 Apr 2021,17 May 2021,Refer Documents,https://bidassist.com/all-tenders/directorate-of-municipal-administration/detail-ffd508a9-0ff3-4feb-adbc-01c7fa76a7c5?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Metal Scrap Trade Corporation Limited - MSTC Tender,"MSTC/CDG/Group Centre CRPF Srinagar/7/Rambagh/21-22/2642 - Auction Sale Of  Lot No : 1 Lot Name : Food Warmer Etc ,  Lot No : 2 Lot Name : Water Separator Etc ,  Lot No : 3 Lot Name : Exide Battery 12 Volt 150 Ah Etc ,  Lot No : 4 Lot Name : Tyre, Tube And Flap ,  Lot No : 5 Lot Name : Burnt Oil ,","Srinagar, Jammu & Kashmir",18 Apr 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/metal-scrap-trade-corporation-limited/detail-fada0c8b-42f5-4aa7-8b1f-3cfecbf3ba7a?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Telangana State Medical Services Infrastructure Development Corporation - TSMSIDC Tender,"1-5/EE/TSMSIDC/Hyd-Dvn/2021-22/ Dt. 22.04.2021 - Laying Of Cc Pavement Infront Of External Plant To E.t Plant In Ts Foods, Nacharam, Hyderabad",Telangana,23 Apr 2021,30 Apr 2021,₹ 1.3 Lac,https://bidassist.com/all-tenders/telangana-state-medical-services-infrastructure-development-corporation/detail-43d1fd1c-7173-466f-99be-c6af19c1700b?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Jail Inspectorate Tender,"DJ-GARHWA/3rd Qtr/2021/663 - Supply Of Foods, Potato, Green Vegitables, Fruits And Other Various Materials-jail Garhwa","Garhwa, Jharkhand",26 Apr 2021,15 May 2021,₹ 32.7 Lac,https://bidassist.com/all-tenders/jail-inspectorate/detail-f6652e34-7ee9-4c8c-af97-63638a1ad564?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Kotak Mahindra Bank - KMB Tender,"226121 - Sale Of Property By Kotak Mahindra Bank Limited, Regional Office-vijayawada V/s. Aditya Agro Foods","East Godavari, Andhra Pradesh",18 Apr 2021,21 May 2021,₹ 13 Cr,https://bidassist.com/all-tenders/kotak-mahindra-bank/detail-4b2f5af7-94b6-4264-9f8e-5b8a4bdb92ee?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Telangana Foods Private Limited Tender,"TF/MM/SRGP/378/2012-20 - Design, Supply, Installation, Testing & Commissioning Of Electrical Roaster For Wheat & Bg Dhall/soybean For Ready-to-eat Foods Plants",Telangana,23 Mar 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/telangana-foods-private-limited/detail-4dab7192-1734-4c1c-8362-214af103ca93?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Canara Bank Tender,"226360 - Sale Of Property By Canara Bank, Theni Branch, Regional Office -theni V/s. M/s Gredz Foods And Spices Products Pvt Ltd (property No. 2)","Theni, Tamil Nadu",-,09 May 2021,₹ 1.1 Cr,https://bidassist.com/all-tenders/canara-bank/detail-c0c86ee8-d780-443c-bc86-4fce73dfd815?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Greater Hyderabad Municipal Corporation - GHMC Tender,"03/EE/GHMC/DIV-21/2021-22 (Item No. 08) Dt:23.04.2021 - Laying Of Ugd Line From Kshatriya Foods To H.no.1-62/20 In Waddera Basthi In Madhapur, Ward No.107, Chandanagar Circle-21, Slpz,ghmc",Telangana,27 Apr 2021,03 May 2021,₹ 5.5 Lac,https://bidassist.com/all-tenders/greater-hyderabad-municipal-corporation/detail-e50da325-1248-4fb4-aa14-845bcd7ea80d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Canara Bank Tender,"226357 - Sale Of Property By Canara Bank, Theni Branch, Regional Office -theni V/s. M/s Gredz Foods And Spices Products Pvt Ltd (property No. 1)","Madurai, Tamil Nadu",-,09 May 2021,₹ 9.6 Lac,https://bidassist.com/all-tenders/canara-bank/detail-ded9acdc-8859-4779-8ba3-6f46fdfb6317?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Project Implementation Unit Tender,"2021-22/06/04 - A.r.c. For Civil Works For Various Health Care Facilities At Vaccine Institute Campus, Food & Drug Laboratory Campus, Mental Hospital Campus, I.d. Hospital Campus, Nanawati Dispensary And Lal Cout Building In Vadodara City. Dist.: Vadodara.. 
contractors To Please Read This Carefully :- Submission Of Tender Fee, Emd & Bank Solvency Of Calendar Year I.e.2021 In Original During Office Hours Within 7 (seven) Days From The Last Date Of Opening In The Office Of The Piu, Vadodara. ( Documents Sent To Vadodara Circle Office Only)the Exemption Certificates Of Emd Will Not Be Considered. The Emd Is To Be Paid As Per Provisions Of Tender Document I.e. Tenderer May Pay Earnest Money Upto Rs.50,000/- In The Form Of Crossed Demand Draft Or Fixed Deposit & Balance Amount As Bank Guarantee With Validity Period Of Not Less Than Six Months Of Nationalized Or Scheduled Bank Drawn In Favour Of ""piu-general Fund A/c 11-114"". Or Bidder Can Also Pay Full Amount Of Emd In The Form Of Fdr With Validity Period Of Not Less Than Six Months Of Nationalized Or Scheduled Bank Drawn In Favour Of ""piu-general Fund A/c 11-114"". Or Bidder Can Also Pay Full Amount Of Emd In The Form Of D. D. In Favour Of ""piu-general Fund A/c 11-114"". The D. D. Issued By Nationalized Bank / Schedule Bank Having Validity Period 90 Days Is Acceptable By Department. Banking Instruments Issued By One Bank And Payable Through Other Authorized Bank Shall Not Be Considered As D. D. For Contract Purpose. Hence, Such Tender Shall Be Treated As Emd Not Submitted By Tenderer. Bidder Should Ensure That Validity Of Fdr / B. G. Should Be More Then 180 Days From The Last Date Of Bid Submission. Submission Of Tender Fee, Emd & Other Required Documents / Pre Qualifications Documents Shall Be Submitted Online (documents Shall Have To Be Scanned & Put Up Online). The Original Documents Shall Have To Be Submitted Within 7 Days Through R.p.a.d. Only. The Physical Submission Of Tender Fee & Emd Is Not Received In Time As Shown In Bid Documents, Bidder Will Be Banned For Submitting Tenders Of Piu In Future And Recommended To Registering Authority To Cancel The Registration And Also Cancelling Tendering Code. The Documents Related To Pre-qualification And Other Required Documents Shall Be Submitted Online On ""www.nprocure.com"" For Evaluation As Per R & B Department Guidelines. Hard Copies Of Documents In This Regards Shall Not Be Accepted By Piu. Any Document, Required As Per The Pq Criteria, Not Uploaded Online Shall Be Considered As ""document Not Submitted""and Evaluation Shall Be Carried Out Accordingly, The Document Shall Not Be Asked From The Bidder Subsequently, Please Note. Remarks :- Tenderer Shall Submit Their Offer In Electronic Format On Website, After Digitally Signing The Same. Offers Which Are Not Digitally Signed Will Not Be Accepted. No Offer In Physical Form Will Be Accepted And Any Such Offer If Received By Piu, Vadodara/gandhinagar Will Be Outright Rejected. Bid Opening Date :14/05/2021 From 12.00 Pm Onwards. In The Office Of The Superintending Engineer, Project Implementation Unit, Zone-6, Vadodara 1st Floor, L Block, Dr. Quarters, Yavteshwar Compound, Jail Road, Vadodara- 390 001.","Vadodara, Gujarat",23 Apr 2021,13 May 2021,Refer Documents,https://bidassist.com/all-tenders/project-implementation-unit/detail-726dc1f2-7bdb-4d8f-b3c9-8834b437cbeb?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,E.19(4)/Stg/PEG/2019-20/Pt-1/1 - Construction Of 10000 Mt Godown At Goalpara Under Peg Scheme,"Kamrup, Assam",21 Apr 2021,28 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-3f523da4-a232-4cee-b406-e8df911536f8?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,2020(8)SnC/RnC/NLP-Ziro/20-21 - Road Transport Contract Ex Rly. Siding/fsd North Lakhimpur To Fsd Ziro (dolopoliong) Via Weighbridge At The Risk And Cost Of The Defaulting Contractor Anup Trade And Transport (p) Ltd (adhoc),"Lakhimpur, Assam",26 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-4f95b188-b8ca-4d22-963d-1d9a2b1c90a3?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/CHD/MTC/2021 - Mandi Transport Contractor At Sec 39 Mandi Chandigarh,"Chandigarh, Chandigarh",24 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-50e513b4-06f4-4eb9-b687-f28a4491de9f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,"Cont.7/NEFR/HC-LAWNG/21 dt. 12.04.2021 - Loading/ Unloading/ Handling Of Foodgrains/ Allied Materials Etc. On Regular Basis For 2 Years At Fsd Lawngtlai, Mizoram","Lawngtlai, Mizoram",13 Apr 2021,04 May 2021,₹ 48 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-2cc2370b-1888-455e-b312-f4eaba260923?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,SandC/13/15/NIT/2021/02 - Godown Handling Swc Markfed Hathkoj,"Raipur, Chhattisgarh",27 Mar 2021,30 Apr 2021,₹ 1.5 Cr,https://bidassist.com/all-tenders/food-corporation-of-india/detail-29e7c616-088d-4449-b93c-760b0d00b2be?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI_MLC - Mandi Labour Contractor,"Bilaspur, Himachal Pradesh",21 Apr 2021,29 Apr 2021,₹ 38.2 K,https://bidassist.com/all-tenders/food-corporation-of-india/detail-38902532-b487-4a09-b0a5-2ad0a2426e53?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,E.19(4)/Stg/PEG/2019-20/Pt-1/4 - Construction Of 10000 Mt Godown At Karbi Anglong Under Peg Scheme,"Kamrup, Assam",21 Apr 2021,28 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-38a8bfe4-05da-4ce6-b547-1869c748a010?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,SandC/2144/Assam/AP/2020/01 - Handling Contract At Fsd Tangla,"Kamrup, Assam",19 Apr 2021,10 May 2021,₹ 2.2 Cr,https://bidassist.com/all-tenders/food-corporation-of-india/detail-497dc202-7886-4acc-a6dd-12cee572dd9e?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,"Cont.7/NEFR/HC-LUNG/21 dt. 12.04.2021 - Loading/ Unloading/ Handling Of Foodgrains/ Allied Materials Etc. On Regular Basis For 2 Years At Fsd Lunglei, Mizoram","Lawngtlai, Mizoram",13 Apr 2021,04 May 2021,₹ 44 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-5541255a-8bd7-4f73-99f2-fc551f260ec3?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,S AND C 13 15 2021 GANDHIDHAM - H And T Work At Gandhidham,"Ahmedabad, Gujarat",12 Apr 2021,03 May 2021,₹ 9.6 Cr,https://bidassist.com/all-tenders/food-corporation-of-india/detail-5576973b-9dad-46ed-8127-911505d2a9ef?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,DTO/STG/SHS/2021/04/PLM-01 - Supply Of Shs Gunny At P-1 Of Palamu District,"Palamau, Jharkhand",23 Apr 2021,28 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-5748c3e7-398e-4a39-9c19-f2143057bdb8?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,SandC/2144/Assam/AP/2020/02 - Handling Contract At Fsd Haflong,"Kamrup, Assam",19 Apr 2021,10 May 2021,₹ 45.5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-93e7cea8-eb2e-4bc1-b14a-aac3e420f527?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,E19(4)/Stg/PEG/2019-20/Pt-1/11 - Construction Of 5000 Mt Godown At Dima Hasao Under Peg Scheme,"Kamrup, Assam",21 Apr 2021,28 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-9733213e-c228-443e-890e-d837e5599e4b?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI RO PB REGULAR TENDERS FOR HTC/TC/HC 2021 - Regular Htc Dhanaula Te 29.04.2021,"Chandigarh, Chandigarh",07 Apr 2021,28 Apr 2021,₹ 3.2 Cr,https://bidassist.com/all-tenders/food-corporation-of-india/detail-a11b10ba-8ddb-407e-8b26-c210ae2ce4ac?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,SandC/2144/Assam/AP/2020/05 - Road Transport Contract Ex Rly. Siding /fsd Tinsukia To Fsd Kharsang Via Weighbridge,"Kamrup, Assam",19 Apr 2021,10 May 2021,₹ 2.1 Cr,https://bidassist.com/all-tenders/food-corporation-of-india/detail-e62659a6-db5c-4e84-b2cf-5c64b9c7bcad?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,Stg/ROJ/JK/PWS 2010/2018-19 - Providing Storage Facilities Under Pws 2010 Scheme At Distt. Kulgam.,"Anantnag, Jammu & Kashmir",17 Apr 2021,07 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-fb8f2050-558a-4f30-8764-9617e2e2a97f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,E.19(4)/Stg/PEG/2019-20/Pt-1/5 - Construction Of 10000 Mt Godown At Biswanath Under Peg Scheme,"Kamrup, Assam",21 Apr 2021,28 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-f4b86c13-f443-42d1-8d9d-08490445b49e?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,SandC/2130/Assam/2020/01 - Handling Contract At Fsd Dergaon,"Kamrup, Assam",24 Apr 2021,15 May 2021,₹ 70 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-e89ff6bc-e125-49a2-a065-a4d8fcab5beb?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,Stg/ROJ/JK/PWS 2010/2018-19 - Providing Storage Facilities Under Pws 2010 Scheme At Distt. Bandipora.,"Baramulla, Jammu & Kashmir",17 Apr 2021,07 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-ad3ba2d1-77ab-41a8-9459-75fb823e192f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,SC 32US2019-20STG I dt 130421 - Sale Of Unservisable And Obsolete Articles,"Tuticorin, Tamil Nadu",20 Apr 2021,04 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-aa332229-4c42-47e0-9c44-c72c7beb1f7d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,SandC/13(397)/MSWC Ratnagiri/2021 - Handling And Transport At Mswc Ratnagiri And Dhanawadewadi,"Satara, Maharashtra",21 Apr 2021,11 May 2021,₹ 14 Cr,https://bidassist.com/all-tenders/food-corporation-of-india/detail-bc3d4b81-ce73-4386-9b9c-4382e46998a3?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,SandC/13/15/NIT/2021/02 - Rh Handt Saraipali To Rh Bargarh,"Mahasamund, Chhattisgarh",27 Mar 2021,30 Apr 2021,₹ 2 Cr,https://bidassist.com/all-tenders/food-corporation-of-india/detail-b0c7627a-00a1-4cc9-b16d-a17f31299ce5?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,SandC/(23)/PWS SCHEME/2010/2021 22 - Hiring Of Godowns Warehouses Offering Services At Par With Cwc Swc For Storage Of Foodgrains By Fci At Jabalpur District,"Jabalpur, Madhya Pradesh",22 Apr 2021,12 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-04d92f75-95e5-460f-a10e-3030b332c263?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,3/21-22 - Premonsoon Repairs To Godowns And Ancillaries At Fsd Panvel During Year 21 22,"Thane, Maharashtra",19 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-04a472b4-ee2a-4872-8b7b-b83d91b575ff?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,Stg/ROJ/PEG/Genl. Correspondence/2020-21 - Construction Of Godowns For Fci Storage Requirements Under Peg-2008 Scheme In Poonch,"Poonch, Jammu & Kashmir",08 Apr 2021,28 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-087d95e4-4d4d-4368-a99f-bbd0b6107bba?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,Stg/ROJ/JK/PWS 2010/2018-19 - Providing Storage Facilities Under Pws 2010 Scheme At Distt. Pulwama.,"Pulwama, Jammu & Kashmir",17 Apr 2021,07 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-0ff1e9c3-6f35-462e-868d-011d87a90ea0?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
